objname,ra,dec,cutout_size,E_B_V_SandF,mean_E_B_V_SandF,stdev_E_B_V_SandF,max_E_B_V_SandF,min_E_B_V_SandF,AV_SandF,E_B_V_SFD,mean_E_B_V_SFD,stdev_E_B_V_SFD,max_E_B_V_SFD,min_E_B_V_SFD,AV_SFD,errmsg
,333.31616,0.76904,5.0,0.0342,0.0343,0.0011,0.0371,0.0324,0.106,0.0398,0.0399,0.0013,0.0431,0.0376,0.1233,
,330.29485,1.07779,5.0,0.0522,0.0506,0.0019,0.0537,0.0474,0.1618,0.0607,0.0588,0.0022,0.0624,0.0551,0.1882,
,332.66548,-1.10481,5.0,0.0854,0.0875,0.0056,0.1025,0.0814,0.2646,0.0993,0.1018,0.0066,0.1191,0.0947,0.3077,
,331.26875,-0.00058,5.0,0.0544,0.0556,0.0018,0.0592,0.0521,0.1687,0.0633,0.0647,0.0021,0.0688,0.0606,0.1961,
,330.39869,-0.37113,5.0,0.0509,0.0513,0.0013,0.0547,0.0498,0.1579,0.0592,0.0597,0.0015,0.0636,0.0579,0.1836,
,332.34803,1.153,5.0,0.0392,0.0395,0.0007,0.0406,0.0384,0.1215,0.0456,0.0459,0.0008,0.0472,0.0447,0.1413,
,33.39644,1.0796,5.0,0.0263,0.0267,0.0008,0.0282,0.0256,0.0814,0.0305,0.0311,0.0009,0.0328,0.0297,0.0947,
,31.7532,-0.25991,5.0,0.026,0.0259,0.0005,0.0268,0.0247,0.0807,0.0303,0.0301,0.0006,0.0311,0.0287,0.0938,
,30.82405,0.09013,5.0,0.0215,0.0215,0.0005,0.0228,0.0205,0.0667,0.025,0.025,0.0006,0.0265,0.0238,0.0776,
,31.43178,-0.42767,5.0,0.0222,0.0223,0.0006,0.0231,0.0211,0.0687,0.0258,0.0259,0.0007,0.0268,0.0245,0.0799,
,30.27577,-0.94851,5.0,0.0238,0.024,0.0002,0.0245,0.0236,0.0736,0.0276,0.0279,0.0002,0.0284,0.0275,0.0856,
,32.06876,0.5861,5.0,0.0238,0.0236,0.0002,0.024,0.0233,0.0738,0.0277,0.0274,0.0002,0.0279,0.0271,0.0858,
,33.35913,-1.04279,5.0,0.0229,0.0229,0.0006,0.0246,0.022,0.071,0.0266,0.0266,0.0007,0.0286,0.0255,0.0825,
,33.03629,-0.91917,5.0,0.0227,0.0232,0.0004,0.0243,0.0227,0.0704,0.0264,0.027,0.0005,0.0283,0.0263,0.0819,
,34.02552,-0.35137,5.0,0.0301,0.0298,0.0004,0.0303,0.0286,0.0932,0.035,0.0346,0.0004,0.0352,0.0332,0.1083,
,34.21771,-0.93579,5.0,0.0299,0.0301,0.0006,0.0309,0.0288,0.0928,0.0348,0.035,0.0006,0.0359,0.0335,0.108,
,32.28541,0.42999,5.0,0.023,0.0229,0.0005,0.024,0.0221,0.0712,0.0267,0.0267,0.0006,0.0279,0.0257,0.0828,
,33.801,-0.94074,5.0,0.0286,0.0287,0.0009,0.0302,0.0275,0.0886,0.0332,0.0334,0.001,0.0351,0.032,0.103,
,30.39439,-1.05477,5.0,0.0261,0.026,0.0012,0.028,0.0241,0.0809,0.0304,0.0303,0.0013,0.0325,0.028,0.0941,
,30.73165,-0.68418,5.0,0.0248,0.0243,0.0005,0.0251,0.0234,0.0768,0.0288,0.0283,0.0006,0.0292,0.0272,0.0893,
,33.9328,-0.21044,5.0,0.0298,0.0296,0.0002,0.0299,0.0291,0.0923,0.0346,0.0344,0.0003,0.0348,0.0338,0.1073,
,30.13947,0.43923,5.0,0.0237,0.0236,0.0007,0.025,0.0227,0.0736,0.0276,0.0274,0.0008,0.029,0.0264,0.0856,
,30.43342,0.60781,5.0,0.0192,0.0194,0.0003,0.0206,0.019,0.0595,0.0223,0.0226,0.0004,0.024,0.0221,0.0692,
,32.08832,0.62631,5.0,0.0238,0.0235,0.0004,0.024,0.0225,0.0739,0.0277,0.0273,0.0004,0.0279,0.0261,0.086,
,33.21645,0.18019,5.0,0.0277,0.0277,0.0005,0.0289,0.0269,0.0859,0.0322,0.0322,0.0006,0.0336,0.0312,0.0998,
,31.77441,0.63206,5.0,0.0236,0.0236,0.0003,0.0242,0.0231,0.0733,0.0275,0.0275,0.0003,0.0282,0.0268,0.0852,
,34.75175,0.93081,5.0,0.0297,0.0297,0.0005,0.0307,0.0289,0.0921,0.0345,0.0346,0.0005,0.0357,0.0336,0.107,
,33.68473,0.59013,5.0,0.0269,0.027,0.001,0.0297,0.0254,0.0833,0.0312,0.0314,0.0011,0.0345,0.0296,0.0968,
,30.66554,1.14222,5.0,0.0207,0.021,0.0006,0.0222,0.0201,0.0641,0.024,0.0244,0.0007,0.0258,0.0234,0.0745,
,33.99334,-1.19332,5.0,0.0279,0.0279,0.001,0.0294,0.0261,0.0864,0.0324,0.0324,0.0012,0.0342,0.0303,0.1005,
,30.83758,0.66803,5.0,0.022,0.0219,0.0004,0.0227,0.0213,0.0682,0.0256,0.0255,0.0005,0.0263,0.0247,0.0793,
,32.47149,0.91973,5.0,0.024,0.0242,0.0007,0.0257,0.0231,0.0744,0.0279,0.0282,0.0008,0.0298,0.0269,0.0865,
,32.21375,0.84051,5.0,0.0261,0.0253,0.0007,0.0264,0.0235,0.081,0.0304,0.0294,0.0008,0.0307,0.0274,0.0942,
,30.50075,-0.93804,5.0,0.0265,0.026,0.0004,0.0266,0.0251,0.0823,0.0309,0.0303,0.0005,0.031,0.0292,0.0957,
,31.32317,0.72122,5.0,0.0203,0.0203,0.0005,0.0212,0.0195,0.0629,0.0236,0.0236,0.0005,0.0246,0.0227,0.0731,
,33.84775,1.10548,5.0,0.0269,0.0275,0.0007,0.029,0.0263,0.0834,0.0313,0.032,0.0008,0.0338,0.0306,0.0969,
,31.28818,0.21519,5.0,0.0224,0.022,0.0006,0.0229,0.021,0.0695,0.0261,0.0256,0.0007,0.0267,0.0245,0.0808,
,33.79382,-0.8006,5.0,0.0309,0.0313,0.0008,0.033,0.0301,0.0958,0.0359,0.0364,0.0009,0.0383,0.035,0.1114,
,33.40682,0.43231,5.0,0.0289,0.029,0.001,0.0313,0.0275,0.0897,0.0336,0.0337,0.0012,0.0364,0.0319,0.1043,
,30.77757,-0.53392,5.0,0.0225,0.0225,0.0009,0.0238,0.021,0.0696,0.0261,0.0262,0.001,0.0277,0.0244,0.081,
,32.69364,-0.72419,5.0,0.0275,0.0276,0.0003,0.0282,0.0271,0.0852,0.032,0.0321,0.0004,0.0327,0.0315,0.0991,
,34.49838,-0.24697,5.0,0.0285,0.0281,0.0011,0.0303,0.0265,0.0885,0.0332,0.0327,0.0013,0.0353,0.0308,0.1029,
,30.42838,-0.19413,5.0,0.0214,0.0217,0.0005,0.0226,0.0207,0.0664,0.0249,0.0253,0.0005,0.0263,0.0241,0.0772,
,30.69966,-0.98115,5.0,0.0246,0.0245,0.0002,0.0249,0.024,0.0762,0.0286,0.0285,0.0003,0.029,0.0279,0.0886,
,33.70459,-0.84469,5.0,0.0304,0.0299,0.001,0.0318,0.0281,0.0942,0.0353,0.0348,0.0011,0.037,0.0327,0.1095,
,31.49184,0.60438,5.0,0.0223,0.0222,0.0005,0.0232,0.0214,0.0692,0.0259,0.0259,0.0005,0.027,0.0249,0.0804,
,34.77634,-0.20689,5.0,0.0316,0.0314,0.0002,0.0319,0.0308,0.0981,0.0368,0.0365,0.0003,0.037,0.0359,0.1141,
,32.19663,0.33727,5.0,0.0232,0.0233,0.0004,0.0242,0.0224,0.0718,0.0269,0.0271,0.0005,0.0281,0.0261,0.0835,
,33.47237,-1.01621,5.0,0.0253,0.0248,0.0014,0.0273,0.0225,0.0785,0.0294,0.0288,0.0017,0.0317,0.0261,0.0912,
,34.35223,-1.06597,5.0,0.0282,0.0286,0.0004,0.0292,0.0279,0.0873,0.0328,0.0332,0.0004,0.034,0.0324,0.1015,
,34.9438,-0.57784,5.0,0.0303,0.0302,0.0006,0.0317,0.0295,0.094,0.0352,0.0351,0.0007,0.0369,0.0343,0.1093,
,33.82741,-0.2059,5.0,0.03,0.0301,0.0005,0.0311,0.0293,0.093,0.0349,0.035,0.0006,0.0362,0.0341,0.1081,
,31.17334,0.17395,5.0,0.0216,0.0219,0.0003,0.0223,0.0213,0.067,0.0251,0.0254,0.0003,0.0259,0.0248,0.0779,
,34.77116,-0.31156,5.0,0.0303,0.0305,0.0009,0.0319,0.029,0.094,0.0353,0.0355,0.001,0.037,0.0337,0.1093,
,32.3487,0.46361,5.0,0.0222,0.0225,0.0003,0.0233,0.0221,0.069,0.0259,0.0262,0.0003,0.0271,0.0257,0.0802,
,34.36002,-0.33428,5.0,0.0268,0.027,0.0009,0.0293,0.026,0.083,0.0312,0.0314,0.0011,0.0341,0.0302,0.0966,
,34.76638,-0.51798,5.0,0.0296,0.0295,0.0004,0.0301,0.0289,0.0917,0.0344,0.0343,0.0004,0.035,0.0336,0.1066,
,32.30961,-0.51378,5.0,0.0236,0.0241,0.0006,0.0257,0.0233,0.0731,0.0274,0.028,0.0007,0.0299,0.027,0.085,
,30.56806,-1.13311,5.0,0.0237,0.0241,0.0007,0.026,0.0232,0.0735,0.0276,0.0281,0.0008,0.0303,0.027,0.0854,
,32.21667,1.05607,5.0,0.0243,0.0243,0.0007,0.0255,0.0228,0.0752,0.0282,0.0282,0.0008,0.0297,0.0265,0.0875,
,33.19636,0.02743,5.0,0.0271,0.0275,0.0009,0.0291,0.0261,0.0839,0.0315,0.0319,0.0011,0.0339,0.0304,0.0976,
,32.71828,-1.25349,5.0,0.0278,0.0272,0.0007,0.0279,0.0256,0.086,0.0323,0.0317,0.0008,0.0325,0.0298,0.1,
,32.50261,-0.39908,5.0,0.0233,0.0233,0.0005,0.024,0.0224,0.0722,0.0271,0.0271,0.0005,0.0279,0.026,0.084,
,34.74313,-0.22792,5.0,0.0315,0.0312,0.0004,0.0319,0.0301,0.0976,0.0366,0.0363,0.0005,0.037,0.035,0.1135,
,34.86809,1.00588,5.0,0.0305,0.0305,0.0009,0.0323,0.0294,0.0946,0.0355,0.0355,0.001,0.0376,0.0342,0.11,
,30.1617,1.04021,5.0,0.0235,0.023,0.0006,0.0238,0.0218,0.0728,0.0273,0.0267,0.0007,0.0277,0.0253,0.0847,
,34.86059,-1.18256,5.0,0.0253,0.0256,0.0006,0.0271,0.0248,0.0786,0.0295,0.0297,0.0007,0.0315,0.0288,0.0914,
,31.04243,-0.1063,5.0,0.0197,0.0198,0.0007,0.0209,0.0182,0.0612,0.023,0.023,0.0008,0.0243,0.0212,0.0712,
,33.48443,0.01922,5.0,0.0291,0.0292,0.0006,0.031,0.0282,0.0902,0.0338,0.034,0.0007,0.0361,0.0328,0.1049,
,32.78931,0.26658,5.0,0.0252,0.0252,0.0011,0.0267,0.0228,0.0782,0.0293,0.0293,0.0013,0.031,0.0265,0.0909,
,33.33857,-0.37224,5.0,0.028,0.0283,0.0008,0.0298,0.0268,0.0867,0.0325,0.0329,0.0009,0.0346,0.0312,0.1008,
,32.83858,-1.24669,5.0,0.0246,0.0244,0.0014,0.0269,0.022,0.0761,0.0286,0.0284,0.0017,0.0312,0.0256,0.0885,
,33.73837,-1.05661,5.0,0.027,0.0271,0.0006,0.0279,0.0257,0.0836,0.0314,0.0315,0.0007,0.0324,0.0298,0.0972,
,34.98952,0.52194,5.0,0.03,0.0302,0.0007,0.0318,0.0293,0.0932,0.0349,0.0352,0.0008,0.0369,0.0341,0.1083,
,31.27416,1.23776,5.0,0.022,0.0219,0.0003,0.0225,0.0213,0.0681,0.0255,0.0254,0.0004,0.0262,0.0248,0.0792,
,30.3724,0.77322,5.0,0.0205,0.0203,0.0003,0.0207,0.0197,0.0635,0.0238,0.0236,0.0003,0.0241,0.0229,0.0738,
,32.83867,-1.24705,5.0,0.0246,0.0244,0.0014,0.0269,0.022,0.0761,0.0286,0.0284,0.0017,0.0312,0.0256,0.0885,
,30.23359,0.75177,5.0,0.0198,0.0202,0.0004,0.0209,0.0195,0.0615,0.0231,0.0234,0.0005,0.0243,0.0226,0.0715,
,33.96573,-1.16288,5.0,0.0285,0.0284,0.0009,0.0295,0.0266,0.0884,0.0332,0.0331,0.001,0.0343,0.0309,0.1028,
,30.51828,-0.94936,5.0,0.0265,0.026,0.0006,0.0266,0.0246,0.0823,0.0309,0.0302,0.0006,0.031,0.0286,0.0957,
,34.01299,-0.78164,5.0,0.0324,0.0324,0.0003,0.0329,0.0316,0.1006,0.0377,0.0377,0.0003,0.0383,0.0367,0.1169,
,32.00492,-0.65488,5.0,0.0287,0.0283,0.0008,0.0299,0.0269,0.0889,0.0333,0.0329,0.0009,0.0348,0.0313,0.1034,
,34.41019,0.54473,5.0,0.0315,0.0327,0.0022,0.0379,0.0297,0.0977,0.0367,0.038,0.0026,0.0441,0.0345,0.1136,
,34.38269,-0.95979,5.0,0.0295,0.0296,0.0006,0.0308,0.0285,0.0914,0.0343,0.0344,0.0007,0.0358,0.0332,0.1063,
,33.13804,-1.19223,5.0,0.0216,0.0217,0.0003,0.0223,0.0213,0.0669,0.0251,0.0252,0.0003,0.026,0.0247,0.0778,
,30.40982,0.6635,5.0,0.0193,0.0194,0.0004,0.0203,0.0189,0.06,0.0225,0.0226,0.0004,0.0236,0.022,0.0697,
,34.42714,0.90744,5.0,0.0309,0.0311,0.0006,0.0323,0.0295,0.0958,0.0359,0.0361,0.0008,0.0375,0.0343,0.1114,
,31.80063,-0.1378,5.0,0.0258,0.0261,0.0004,0.0265,0.0251,0.0801,0.03,0.0303,0.0004,0.0308,0.0292,0.0931,
,34.14173,-0.96644,5.0,0.031,0.0307,0.0005,0.0316,0.0297,0.0962,0.0361,0.0357,0.0006,0.0368,0.0345,0.1119,
,32.46931,0.53878,5.0,0.0235,0.0237,0.0005,0.0245,0.0227,0.0728,0.0273,0.0275,0.0006,0.0285,0.0264,0.0847,
,34.77397,-0.18823,5.0,0.0316,0.0314,0.0003,0.0319,0.0307,0.0979,0.0367,0.0365,0.0003,0.037,0.0357,0.1139,
,32.34165,-0.91541,5.0,0.0306,0.0307,0.0003,0.0312,0.0298,0.095,0.0356,0.0356,0.0003,0.0362,0.0347,0.1105,
,32.72012,0.99406,5.0,0.0272,0.0269,0.0004,0.0277,0.026,0.0843,0.0316,0.0313,0.0005,0.0322,0.0302,0.098,
,31.40877,0.97644,5.0,0.0215,0.0214,0.0006,0.0226,0.0205,0.0666,0.025,0.0249,0.0007,0.0263,0.0238,0.0775,
,31.44854,-0.42335,5.0,0.0219,0.0223,0.0006,0.0231,0.0211,0.068,0.0255,0.0259,0.0007,0.0268,0.0245,0.0791,
,31.15566,0.97257,5.0,0.0198,0.0198,0.0003,0.0204,0.0193,0.0613,0.023,0.023,0.0003,0.0237,0.0225,0.0713,
,34.02144,-1.03193,5.0,0.0302,0.0302,0.0005,0.0313,0.0293,0.0937,0.0351,0.0351,0.0006,0.0364,0.0341,0.1089,
,34.35947,-0.55498,5.0,0.0294,0.0294,0.0007,0.0307,0.0276,0.0912,0.0342,0.0342,0.0008,0.0357,0.0321,0.106,
,33.63788,-1.15452,5.0,0.0247,0.0247,0.0008,0.0262,0.0234,0.0766,0.0287,0.0287,0.0009,0.0305,0.0272,0.0891,
,32.52895,-0.80527,5.0,0.028,0.028,0.0004,0.0289,0.0274,0.0868,0.0326,0.0326,0.0005,0.0336,0.0318,0.1009,
,32.37659,0.32135,5.0,0.0217,0.0219,0.0004,0.0226,0.0212,0.0671,0.0252,0.0255,0.0005,0.0263,0.0246,0.078,
,31.81177,-1.24776,5.0,0.0315,0.0315,0.0008,0.0326,0.0299,0.0976,0.0366,0.0366,0.0009,0.0379,0.0348,0.1135,
,32.37327,0.53469,5.0,0.0223,0.0228,0.0004,0.0237,0.0221,0.069,0.0259,0.0265,0.0005,0.0276,0.0257,0.0802,
,32.17431,-1.20259,5.0,0.029,0.0294,0.0004,0.0301,0.0287,0.0898,0.0337,0.0342,0.0005,0.035,0.0334,0.1044,
,30.71851,0.85217,5.0,0.0223,0.022,0.0003,0.0227,0.0215,0.0692,0.026,0.0256,0.0004,0.0264,0.025,0.0805,
,33.79959,-0.67891,5.0,0.0335,0.0331,0.0005,0.0341,0.0318,0.1038,0.0389,0.0385,0.0006,0.0396,0.037,0.1207,
,30.82175,-1.02301,5.0,0.0239,0.024,0.0002,0.0245,0.0236,0.0742,0.0278,0.028,0.0003,0.0285,0.0275,0.0863,
,34.67125,1.15472,5.0,0.0296,0.0286,0.0011,0.0304,0.027,0.0916,0.0344,0.0333,0.0013,0.0353,0.0314,0.1065,
,32.62163,0.88442,5.0,0.0257,0.0258,0.0006,0.0269,0.0246,0.0798,0.0299,0.03,0.0008,0.0312,0.0286,0.0927,
,34.99719,1.11436,5.0,0.0323,0.0322,0.0007,0.0331,0.0308,0.1001,0.0375,0.0374,0.0008,0.0385,0.0358,0.1164,
,34.13402,1.25216,5.0,0.035,0.0344,0.001,0.0359,0.0322,0.1085,0.0407,0.04,0.0012,0.0418,0.0374,0.1261,
,30.94153,-0.88003,5.0,0.0251,0.0248,0.001,0.026,0.0223,0.0777,0.0292,0.0288,0.0011,0.0302,0.0259,0.0904,
,34.97099,-0.74282,5.0,0.0304,0.0303,0.0007,0.0314,0.0289,0.0943,0.0354,0.0352,0.0009,0.0365,0.0336,0.1097,
,34.20523,-0.62322,5.0,0.0297,0.03,0.0006,0.0312,0.0293,0.092,0.0345,0.0349,0.0007,0.0363,0.034,0.107,
,30.57992,-0.68433,5.0,0.0233,0.0236,0.0004,0.0243,0.023,0.0721,0.0271,0.0275,0.0004,0.0283,0.0268,0.0839,
,34.95495,1.24922,5.0,0.031,0.0307,0.0005,0.032,0.0297,0.096,0.036,0.0357,0.0006,0.0372,0.0346,0.1116,
,32.07407,-0.88883,5.0,0.031,0.0307,0.0003,0.0315,0.0301,0.0961,0.0361,0.0357,0.0004,0.0367,0.035,0.1118,
,30.67036,-1.10868,5.0,0.0241,0.0239,0.0006,0.0249,0.0231,0.0746,0.028,0.0278,0.0007,0.029,0.0268,0.0868,
,30.83302,0.378,5.0,0.0217,0.0219,0.0005,0.0233,0.0211,0.0671,0.0252,0.0255,0.0006,0.0271,0.0245,0.0781,
,31.55777,-0.41716,5.0,0.025,0.0243,0.0013,0.027,0.022,0.0774,0.029,0.0283,0.0015,0.0314,0.0256,0.09,
,30.7921,1.22443,5.0,0.0216,0.0214,0.0004,0.022,0.0205,0.0669,0.0251,0.0249,0.0005,0.0256,0.0238,0.0778,
,34.35069,0.88373,5.0,0.0308,0.0312,0.0004,0.0325,0.0307,0.0954,0.0358,0.0362,0.0005,0.0378,0.0357,0.1109,
,32.80219,0.15335,5.0,0.0256,0.0251,0.0006,0.0264,0.0239,0.0794,0.0298,0.0292,0.0007,0.0306,0.0278,0.0923,
